index,xo,yo,xd,yd,volume
5742,-73.67841,45.537896,-73.637339,45.591013,47
5743,-73.81997,45.482773,-73.692189,45.53934,21
5744,-73.489472,45.688995,-73.656911,45.464252,51
5745,-73.532538,45.55309,-73.589736,45.434218,5
5746,-73.64009,45.58837,-73.624363,45.609598,24
5747,-73.658196,45.504581,-73.52991,45.610984,6
5748,-73.76198,45.443555,-73.54956,45.521545,87
5749,-73.641498,45.604969,-73.700283,45.483606,20
5750,-73.821873,45.442126,-73.681368,45.520944,39
5751,-73.815654,45.459138,-73.556114,45.481269,97
5752,-73.595818,45.51965,-73.728997,45.437187,24
5753,-73.604501,45.514042,-73.603158,45.570928,61
5754,-73.576049,45.481345,-73.566628,45.556924,37
5755,-73.597509,45.530495,-73.545835,45.462016,47
5756,-73.823294,45.429741,-73.836684,45.499391,16
5757,-73.854112,45.483239,-73.632758,45.52597,23
5758,-73.616475,45.627497,-73.510167,45.644542,11
5759,-73.638731,45.571838,-73.597725,45.537246,34
5760,-73.545056,45.583293,-73.538352,45.543796,90
5761,-73.624156,45.592557,-73.652253,45.518817,43
5762,-73.815942,45.440875,-73.539032,45.589907,80
5763,-73.62212,45.450249,-73.528652,45.556087,59
5764,-73.666601,45.545663,-73.649141,45.42532,0
5765,-73.963706,45.41733,-73.598291,45.485438,65
5766,-73.804596,45.503933,-73.635106,45.602881,39
5767,-73.641613,45.544888,-73.563171,45.503645,21
5768,-73.663369,45.45508,-73.545602,45.464294,14
5769,-73.874361,45.519553,-73.722265,45.507648,5
5770,-73.650103,45.43388,-73.644746,45.420561,18
5771,-73.588431,45.64536,-73.531417,45.602422,57
5772,-73.571589,45.486924,-73.78868,45.507754,57
5773,-73.684459,45.512802,-73.59141,45.56648,2
5774,-73.558484,45.501413,-73.592618,45.638826,19
5775,-73.68467,45.504384,-73.648637,45.52411,4
5776,-73.558859,45.604526,-73.615925,45.440072,70
5777,-73.565586,45.488643,-73.609213,45.576708,20
5778,-73.535177,45.555702,-73.622104,45.580185,11
5779,-73.722172,45.522638,-73.659606,45.563451,42
5780,-73.907017,45.459258,-73.546447,45.45874,7
5781,-73.568053,45.503791,-73.492777,45.649973,45
5782,-73.683236,45.521169,-73.564158,45.574988,69
5783,-73.651683,45.58482,-73.606755,45.471009,45
5784,-73.94716,45.407869,-73.771011,45.450565,83
5785,-73.567893,45.648452,-73.713167,45.519005,61
5786,-73.580322,45.578688,-73.605934,45.451775,4
5787,-73.549549,45.511993,-73.851737,45.485998,32
5788,-73.564707,45.496889,-73.492679,45.6404,28
5789,-73.630241,45.55358,-73.733584,45.441665,53
5790,-73.588141,45.460601,-73.561832,45.496995,53
5791,-73.568737,45.54888,-73.589778,45.551037,74
5792,-73.799764,45.468813,-73.579746,45.457149,36
5793,-73.865152,45.43109,-73.55976,45.506422,20
5794,-73.683988,45.495117,-73.62146,45.621683,53
5795,-73.682293,45.503706,-73.496701,45.645834,4
5796,-73.675276,45.448134,-73.533603,45.547599,32
5797,-73.842101,45.474945,-73.617399,45.517692,99
5798,-73.757661,45.492583,-73.622289,45.613266,96
5799,-73.891092,45.463944,-73.588231,45.626971,72
5800,-73.569108,45.604878,-73.635921,45.58967,39
5801,-73.656654,45.569525,-73.574264,45.515932,9
5802,-73.874644,45.510174,-73.616352,45.512575,13
5803,-73.722837,45.504541,-73.858033,45.451788,61
5804,-73.585066,45.547854,-73.639781,45.546236,58
5805,-73.602872,45.623269,-73.556847,45.519915,2
5806,-73.491219,45.697515,-73.571114,45.544977,1
5807,-73.554917,45.493019,-73.772068,45.507215,36
5808,-73.890523,45.465452,-73.580037,45.481644,82
5809,-73.604108,45.545757,-73.681364,45.507021,26
5810,-73.604622,45.632265,-73.882274,45.487583,51
5811,-73.864825,45.485023,-73.546097,45.660934,57
5812,-73.846169,45.431839,-73.641449,45.517237,75
5813,-73.725725,45.5312,-73.595309,45.46584,6
5814,-73.550751,45.610359,-73.580421,45.56721,90
5815,-73.538393,45.559301,-73.516248,45.596206,28
5816,-73.603608,45.637728,-73.684085,45.518861,94
5817,-73.6526,45.565333,-73.812129,45.446951,81
5818,-73.600092,45.550296,-73.600911,45.582716,20
5819,-73.607051,45.423132,-73.554417,45.46345,37
5820,-73.842349,45.496493,-73.572789,45.478089,60
5821,-73.489379,45.638761,-73.655602,45.44615,3
5822,-73.872015,45.474857,-73.573527,45.516878,66
5823,-73.630748,45.611413,-73.850109,45.465519,65
5824,-73.606993,45.528495,-73.844875,45.447232,67
5825,-73.527951,45.556725,-73.544923,45.487149,91
5826,-73.485004,45.694248,-73.820957,45.459344,85
5827,-73.559978,45.500392,-73.71389,45.523383,70
5828,-73.831996,45.485542,-73.623617,45.479614,94
5829,-73.587268,45.575392,-73.596612,45.518732,20
5830,-73.562533,45.462804,-73.706697,45.501987,13
5831,-73.799948,45.487106,-73.560104,45.496134,64
5832,-73.592797,45.52304,-73.864319,45.474828,4
5833,-73.641797,45.474958,-73.589763,45.574299,87
5834,-73.574381,45.586144,-73.699199,45.491591,51
5835,-73.587004,45.629003,-73.581415,45.555268,20
5836,-73.556624,45.47779,-73.543463,45.609342,15
5837,-73.808883,45.487005,-73.848887,45.438176,26
5838,-73.495627,45.672147,-73.60947,45.432462,97
5839,-73.805719,45.508196,-73.710581,45.525061,44
5840,-73.652896,45.466551,-73.607055,45.547942,0
5841,-73.535955,45.547644,-73.567865,45.480392,89
5842,-73.636676,45.572862,-73.624709,45.606064,47
5843,-73.556858,45.566035,-73.800189,45.44727,78
5844,-73.882274,45.487583,-73.571836,45.543483,6
5845,-73.581057,45.57094,-73.558423,45.48129,94
5846,-73.641053,45.5094,-73.574949,45.521758,12
5847,-73.620132,45.554568,-73.705397,45.478405,35
5848,-73.580904,45.463405,-73.719371,45.448063,81
5849,-73.579049,45.602005,-73.640263,45.482167,56
5850,-73.805739,45.446691,-73.704363,45.503963,68
5851,-73.62871,45.474048,-73.85677,45.470997,81
5852,-73.708634,45.522797,-73.780911,45.449024,95
5853,-73.658568,45.474409,-73.536346,45.594139,53
5854,-73.587944,45.647871,-73.508008,45.660572,68
5855,-73.671141,45.433554,-73.623494,45.425161,28
5856,-73.912794,45.416731,-73.877451,45.467699,61
5857,-73.618019,45.603648,-73.577011,45.550684,76
5858,-73.64824,45.471265,-73.640326,45.58652,81
5859,-73.495925,45.669293,-73.590102,45.598219,43
5860,-73.568494,45.519861,-73.852527,45.469524,64
5861,-73.740629,45.446807,-73.533551,45.613284,61
5862,-73.554305,45.516847,-73.865496,45.49692,83
5863,-73.539633,45.584652,-73.588227,45.575363,60
5864,-73.569317,45.518968,-73.55913,45.534974,78
5865,-73.909221,45.417026,-73.602519,45.60244,9
5866,-73.578943,45.53592,-73.570545,45.54209,27
5867,-73.633,45.491259,-73.650747,45.583166,63
5868,-73.535216,45.552178,-73.579453,45.568317,0
5869,-73.619484,45.609551,-73.657739,45.534794,14
5870,-73.57248,45.542715,-73.602821,45.475347,1
5871,-73.863265,45.454676,-73.633783,45.486672,14
5872,-73.719078,45.522389,-73.620654,45.501239,18
5873,-73.614354,45.538344,-73.57992,45.567774,81
5874,-73.633999,45.426586,-73.691253,45.441898,10
5875,-73.661974,45.502591,-73.653231,45.57221,15
5876,-73.808548,45.499804,-73.675798,45.51962,100
5877,-73.5543,45.587219,-73.617101,45.603887,97
5878,-73.676597,45.495028,-73.598379,45.536409,22
5879,-73.513764,45.653317,-73.806729,45.498632,99
5880,-73.552314,45.448899,-73.909923,45.41199,94
5881,-73.648634,45.448763,-73.67853,45.537933,4
5882,-73.562908,45.502259,-73.501428,45.644589,40
5883,-73.598355,45.519498,-73.607339,45.495494,56
5884,-73.615601,45.617778,-73.706997,45.445861,90
5885,-73.861114,45.44843,-73.856793,45.46105,80
5886,-73.64,45.471993,-73.590749,45.529188,59
5887,-73.854517,45.442169,-73.706653,45.502133,32
5888,-73.590944,45.595992,-73.633477,45.607626,20
5889,-73.500237,45.654357,-73.670719,45.503325,51
5890,-73.635691,45.548441,-73.54565,45.568767,7
5891,-73.563089,45.470734,-73.803024,45.447624,29
5892,-73.571798,45.623202,-73.865644,45.432037,52
5893,-73.822662,45.481893,-73.926344,45.40971,34
5894,-73.572281,45.6544,-73.692984,45.502452,33
5895,-73.846697,45.495667,-73.629625,45.592324,58
5896,-73.571146,45.559966,-73.6437,45.446298,91
5897,-73.848949,45.438784,-73.802392,45.510964,43
5898,-73.838526,45.430199,-73.82605,45.49762,54
5899,-73.560072,45.554126,-73.557459,45.505178,52
5900,-73.566153,45.557345,-73.590524,45.544644,79
5901,-73.528231,45.556111,-73.535899,45.593936,55
5902,-73.916664,45.417691,-73.672998,45.534712,2
5903,-73.53358,45.547886,-73.558111,45.57191,32
5904,-73.67549,45.522875,-73.536333,45.652376,15
5905,-73.590089,45.529943,-73.629101,45.415542,17
5906,-73.526173,45.607181,-73.603424,45.447029,59
5907,-73.556317,45.532128,-73.762349,45.485327,22
5908,-73.602809,45.638136,-73.912703,45.419804,28
5909,-73.628344,45.480991,-73.640419,45.567825,7
5910,-73.872381,45.459092,-73.671477,45.555521,30
5911,-73.672338,45.523843,-73.705102,45.54068,34
5912,-73.695378,45.530715,-73.619498,45.541225,19
5913,-73.573667,45.483865,-73.876368,45.468452,30
5914,-73.70567,45.533414,-73.630179,45.620251,70
5915,-73.511611,45.612463,-73.635733,45.493516,22
5916,-73.511488,45.635594,-73.720371,45.513833,44
5917,-73.859488,45.477729,-73.568595,45.554583,6
5918,-73.62472,45.605872,-73.625179,45.537069,58
5919,-73.828621,45.512324,-73.605377,45.595015,39
5920,-73.694464,45.49897,-73.878697,45.449831,90
5921,-73.720358,45.447244,-73.613517,45.423031,92
5922,-73.734519,45.521232,-73.600551,45.595059,22
5923,-73.638171,45.580428,-73.842728,45.430958,63
5924,-73.491041,45.638255,-73.866834,45.49173,23
5925,-73.883947,45.462118,-73.552364,45.522581,73
5926,-73.666164,45.561903,-73.582513,45.532143,9
5927,-73.656183,45.51587,-73.613361,45.555375,45
5928,-73.676252,45.496244,-73.601457,45.568036,5
5929,-73.5815,45.530842,-73.716857,45.522809,34
5930,-73.952672,45.40383,-73.497523,45.643231,70
5931,-73.687734,45.494562,-73.576107,45.458233,65
5932,-73.775473,45.448958,-73.632145,45.474594,8
5933,-73.566628,45.556924,-73.674884,45.510343,13
5934,-73.622851,45.604723,-73.562533,45.462804,60
5935,-73.695691,45.540778,-73.541076,45.540744,53
5936,-73.501428,45.644589,-73.717334,45.444989,35
5937,-73.612984,45.48619,-73.568493,45.531714,73
5938,-73.587391,45.55379,-73.67166,45.466502,54
5939,-73.873403,45.499896,-73.868768,45.462309,71
5940,-73.810456,45.492303,-73.658374,45.461918,36
5941,-73.848881,45.465865,-73.626304,45.502852,11
5942,-73.727153,45.5181,-73.601826,45.581919,91
5943,-73.674263,45.505103,-73.865907,45.48721,75
5944,-73.508946,45.643053,-73.855942,45.446933,99
5945,-73.598089,45.601223,-73.829328,45.501183,91
5946,-73.59141,45.56648,-73.718834,45.510921,87
5947,-73.542121,45.464527,-73.569846,45.586232,65
5948,-73.807072,45.510896,-73.876583,45.470057,63
5949,-73.792029,45.451475,-73.570807,45.468867,86
5950,-73.653211,45.474049,-73.612818,45.609151,6
5951,-73.620705,45.555176,-73.573502,45.526483,31
5952,-73.646342,45.491098,-73.869364,45.500491,100
5953,-73.863497,45.514801,-73.646338,45.535072,26
5954,-73.51088,45.652733,-73.849468,45.495487,26
5955,-73.562231,45.490848,-73.623858,45.59961,96
5956,-73.625194,45.515428,-73.497811,45.663474,60
5957,-73.643441,45.427478,-73.551412,45.451439,37
5958,-73.605045,45.584398,-73.560181,45.492969,75
5959,-73.555638,45.527344,-73.549715,45.521381,57
5960,-73.594647,45.633866,-73.703516,45.539685,26
5961,-73.553349,45.509084,-73.726555,45.511973,32
5962,-73.857822,45.461698,-73.701328,45.524134,94
5963,-73.583912,45.447448,-73.641763,45.454618,65
5964,-73.916604,45.428017,-73.631011,45.596884,98
5965,-73.567022,45.577355,-73.896086,45.515309,79
5966,-73.757233,45.449646,-73.629905,45.482647,93
5967,-73.589388,45.440187,-73.864795,45.464781,9
5968,-73.52462,45.562399,-73.791331,45.493811,9
5969,-73.622428,45.520859,-73.635507,45.612739,21
5970,-73.712502,45.526245,-73.663308,45.473625,73
5971,-73.887356,45.449885,-73.727669,45.52441,34
5972,-73.882353,45.480974,-73.851574,45.432807,46
5973,-73.591135,45.519526,-73.946546,45.402716,100
5974,-73.480748,45.696255,-73.584768,45.50005,37
5975,-73.568452,45.648972,-73.601978,45.474015,13
5976,-73.564352,45.554785,-73.522626,45.567407,40
5977,-73.550388,45.449705,-73.546145,45.524866,72
5978,-73.607059,45.479531,-73.819939,45.506931,18
5979,-73.681441,45.52236,-73.594087,45.470499,39
5980,-73.628092,45.520602,-73.567268,45.498131,47
5981,-73.577239,45.628199,-73.617617,45.530897,97
5982,-73.584553,45.46442,-73.64156,45.564608,41
5983,-73.649141,45.466082,-73.727669,45.52441,45
5984,-73.593771,45.641849,-73.533384,45.570581,70
5985,-73.559358,45.455003,-73.622641,45.469146,82
5986,-73.829252,45.497404,-73.63749,45.48508,15
5987,-73.605246,45.431419,-73.55902,45.579525,6
5988,-73.573493,45.486426,-73.728911,45.440818,78
5989,-73.562775,45.57449,-73.561827,45.508394,8
5990,-73.653962,45.551072,-73.596593,45.474174,31
5991,-73.568155,45.588755,-73.608006,45.523773,64
5992,-73.583132,45.437396,-73.709851,45.52565,96
5993,-73.870596,45.468407,-73.608725,45.59334,41
5994,-73.67254,45.530415,-73.647311,45.540265,17
5995,-73.664792,45.5618,-73.625603,45.440209,18
5996,-73.585577,45.461825,-73.628293,45.603817,38
5997,-73.74339,45.494395,-73.838836,45.492722,72
5998,-73.494257,45.658736,-73.589413,45.577495,61
5999,-73.589174,45.551716,-73.64009,45.58837,2
6000,-73.59365,45.569599,-73.618967,45.563306,38
6001,-73.640561,45.422505,-73.633508,45.4731,13
6002,-73.625975,45.568687,-73.552893,45.506019,44
6003,-73.571422,45.566562,-73.612791,45.518415,52
6004,-73.913239,45.501997,-73.586144,45.528241,63
6005,-73.683428,45.519374,-73.766828,45.487461,16
6006,-73.722693,45.508917,-73.638935,45.429054,51
6007,-73.646949,45.52203,-73.55633,45.456256,45
6008,-73.564559,45.571093,-73.672645,45.511784,87
6009,-73.66427,45.47627,-73.499595,45.651003,59
6010,-73.699577,45.510909,-73.556318,45.455265,32
6011,-73.630944,45.6136,-73.601665,45.484197,19
6012,-73.563411,45.550387,-73.512827,45.631734,69
6013,-73.535041,45.469582,-73.866932,45.453853,48
6014,-73.561628,45.501717,-73.615522,45.579184,8
6015,-73.575025,45.539744,-73.577661,45.522351,15
6016,-73.923693,45.407124,-73.531824,45.605812,98
6017,-73.71267,45.447698,-73.736379,45.523974,21
6018,-73.793502,45.501036,-73.551345,45.451462,96
6019,-73.762349,45.485327,-73.702538,45.523289,98
6020,-73.646625,45.557903,-73.66041,45.570645,72
6021,-73.541367,45.570998,-73.550433,45.612439,97
6022,-73.56796,45.512451,-73.575831,45.61724,52
6023,-73.888123,45.448898,-73.616824,45.582405,80
6024,-73.548727,45.551756,-73.698364,45.540007,74
6025,-73.640739,45.486277,-73.850468,45.502543,38
6026,-73.656643,45.534548,-73.806344,45.506128,35
6027,-73.645449,45.529628,-73.641202,45.478024,21
6028,-73.722351,45.496444,-73.571557,45.472427,7
6029,-73.852367,45.443655,-73.624965,45.552609,83
6030,-73.593527,45.583666,-73.622562,45.571529,31
6031,-73.541539,45.604728,-73.660611,45.503234,56
6032,-73.493217,45.637935,-73.492592,45.677388,80
6033,-73.559752,45.514568,-73.548183,45.581127,9
6034,-73.644847,45.491618,-73.848757,45.486909,9
6035,-73.570495,45.472385,-73.651223,45.559321,80
6036,-73.692022,45.433589,-73.610727,45.559203,5
6037,-73.594809,45.43502,-73.60677,45.432075,55
6038,-73.627119,45.549156,-73.604506,45.605865,88
6039,-73.64414,45.583006,-73.4986,45.628972,51
6040,-73.641769,45.533423,-73.592372,45.463373,70
6041,-73.571443,45.581069,-73.622887,45.511496,50
6042,-73.620331,45.420062,-73.613432,45.58991,43
6043,-73.635006,45.54919,-73.567346,45.532803,78
6044,-73.498651,45.671233,-73.75239,45.452418,86
6045,-73.661307,45.472979,-73.598916,45.601575,57
6046,-73.54684,45.666039,-73.769965,45.453274,4
6047,-73.601536,45.48573,-73.639485,45.42893,57
6048,-73.555642,45.586897,-73.523574,45.603381,60
6049,-73.84046,45.47573,-73.593176,45.528713,36
6050,-73.681767,45.516523,-73.552774,45.585828,18
6051,-73.605094,45.528463,-73.803427,45.459691,76
6052,-73.794985,45.503124,-73.496934,45.697008,3
6053,-73.596678,45.602397,-73.675004,45.509442,82
6054,-73.56796,45.589339,-73.634809,45.430645,75
6055,-73.627674,45.504397,-73.663463,45.514007,67
6056,-73.804884,45.504234,-73.677099,45.436465,3
6057,-73.652773,45.494612,-73.510671,45.637939,33
6058,-73.571053,45.484409,-73.575157,45.539814,15
6059,-73.822129,45.439365,-73.86319,45.459943,78
6060,-73.624325,45.430355,-73.672491,45.556513,1
6061,-73.605359,45.468684,-73.922441,45.458499,70
6062,-73.611424,45.592429,-73.635433,45.605583,51
6063,-73.593286,45.52859,-73.682786,45.51431,28
6064,-73.690828,45.444283,-73.712412,45.507763,97
6065,-73.719026,45.515142,-73.674207,45.52973,82
6066,-73.638446,45.453867,-73.841543,45.512596,60
6067,-73.634117,45.540452,-73.635707,45.61472,88
6068,-73.649765,45.530971,-73.624437,45.570406,74
6069,-73.592995,45.455735,-73.537335,45.552714,62
6070,-73.491134,45.68026,-73.65419,45.505345,21
6071,-73.804402,45.447158,-73.625107,45.465746,31
6072,-73.832461,45.515604,-73.632587,45.583354,60
6073,-73.66263,45.469608,-73.599497,45.54533,18
6074,-73.882578,45.452197,-73.532971,45.55922,25
6075,-73.574013,45.501599,-73.706209,45.514983,54
6076,-73.870886,45.463345,-73.605084,45.447699,25
6077,-73.613728,45.588304,-73.503852,45.632295,99
6078,-73.794946,45.486047,-73.6304,45.586303,17
6079,-73.510266,45.61141,-73.622206,45.580069,74
6080,-73.484619,45.697724,-73.825402,45.437711,84
6081,-73.585477,45.468227,-73.58984,45.590294,50
6082,-73.723874,45.507491,-73.561656,45.48069,83
6083,-73.696696,45.482119,-73.63067,45.500683,2
6084,-73.663152,45.507954,-73.530688,45.649322,59
6085,-73.649207,45.531575,-73.585944,45.596386,52
6086,-73.716808,45.533726,-73.639633,45.416992,90
6087,-73.815743,45.498024,-73.684935,45.538227,85
6088,-73.579925,45.483581,-73.698518,45.521626,62
6089,-73.532268,45.67073,-73.647656,45.492125,64
6090,-73.500915,45.674979,-73.671713,45.537196,94
6091,-73.660012,45.433626,-73.594701,45.558499,31
6092,-73.851466,45.500158,-73.653091,45.585126,91
6093,-73.554549,45.58322,-73.633821,45.528285,74
6094,-73.562563,45.461682,-73.589428,45.491026,75
6095,-73.571617,45.55926,-73.532971,45.55922,29
6096,-73.54963,45.601852,-73.72547,45.519291,14
6097,-73.546263,45.524769,-73.574223,45.538516,89
6098,-73.487855,45.698251,-73.708278,45.514232,42
6099,-73.707178,45.473809,-73.699863,45.436876,70
6100,-73.718948,45.531447,-73.507411,45.630215,92
6101,-73.670574,45.528681,-73.535127,45.590693,22
6102,-73.596272,45.644209,-73.555283,45.461302,33
6103,-73.572827,45.561965,-73.629671,45.450809,25
6104,-73.857146,45.428571,-73.620677,45.544561,71
6105,-73.831996,45.485542,-73.562277,45.60814,88
6106,-73.619884,45.540614,-73.616339,45.47616,35
6107,-73.711622,45.447678,-73.542736,45.461936,89
6108,-73.702583,45.543086,-73.684384,45.51187,20
6109,-73.627827,45.618912,-73.53622,45.66261,38
6110,-73.883247,45.465736,-73.562169,45.472231,45
6111,-73.653767,45.522423,-73.532459,45.595697,17
6112,-73.824983,45.472775,-73.582114,45.455161,90
6113,-73.630533,45.551754,-73.508946,45.643053,37
6114,-73.679935,45.441949,-73.544134,45.598539,54
6115,-73.566302,45.546163,-73.680063,45.516298,18
6116,-73.923693,45.407124,-73.616865,45.542388,98
6117,-73.692655,45.490746,-73.572641,45.448602,91
6118,-73.575102,45.44323,-73.671945,45.446938,16
6119,-73.598469,45.484504,-73.614342,45.418129,31
6120,-73.664543,45.473101,-73.641693,45.53341,30
6121,-73.800315,45.45865,-73.496476,45.634047,66
6122,-73.635119,45.421087,-73.606611,45.511997,52
6123,-73.553772,45.523248,-73.558658,45.609006,2
6124,-73.594958,45.458346,-73.617909,45.567533,44
6125,-73.661264,45.569733,-73.624679,45.424344,53
6126,-73.863911,45.43441,-73.581594,45.610775,40
6127,-73.645678,45.488902,-73.598194,45.436226,40
6128,-73.859059,45.477043,-73.824842,45.499623,6
6129,-73.570495,45.472385,-73.580488,45.507283,42
6130,-73.52395,45.670252,-73.90597,45.412022,6
6131,-73.615522,45.579184,-73.722056,45.521662,13
6132,-73.625904,45.546923,-73.543704,45.489189,25
6133,-73.506144,45.660299,-73.583816,45.594993,36
6134,-73.887166,45.452074,-73.662467,45.534882,20
6135,-73.731714,45.523209,-73.73219,45.455719,92
6136,-73.878214,45.435308,-73.575873,45.520752,78
6137,-73.951464,45.40938,-73.687734,45.494562,45
6138,-73.605888,45.482994,-73.565409,45.523196,94
6139,-73.667024,45.456442,-73.863094,45.459574,16
6140,-73.861838,45.515775,-73.587001,45.47641,88
6141,-73.49154,45.675885,-73.568122,45.555228,9
6142,-73.513794,45.58797,-73.802461,45.465892,63
6143,-73.672927,45.444964,-73.806251,45.509036,8
6144,-73.793467,45.496564,-73.698601,45.522411,21
6145,-73.796136,45.483179,-73.593923,45.557418,87
6146,-73.618755,45.433212,-73.844404,45.478327,27
6147,-73.724185,45.530431,-73.663811,45.535416,95
6148,-73.689895,45.535259,-73.702448,45.502844,37
6149,-73.812847,45.492802,-73.644605,45.451852,47
6150,-73.619118,45.421655,-73.495279,45.67463,38
6151,-73.564663,45.571133,-73.782978,45.45918,43
6152,-73.576978,45.57123,-73.592819,45.558707,18
6153,-73.670204,45.52531,-73.571666,45.482971,53
6154,-73.71389,45.523383,-73.623,45.554214,99
6155,-73.962544,45.421527,-73.874207,45.464348,52
6156,-73.648598,45.446945,-73.651778,45.552356,58
6157,-73.559433,45.493995,-73.487683,45.695462,93
6158,-73.532573,45.550648,-73.829418,45.474531,66
6159,-73.579236,45.642673,-73.566786,45.53337,36
6160,-73.643647,45.452138,-73.490574,45.658181,85
6161,-73.561863,45.60331,-73.638279,45.429594,47
6162,-73.62161,45.623659,-73.60852,45.582226,35
6163,-73.563267,45.519626,-73.66692,45.551139,11
6164,-73.509662,45.656262,-73.581107,45.49721,19
6165,-73.562271,45.503226,-73.591391,45.536182,93
6166,-73.629515,45.496366,-73.500406,45.641665,39
6167,-73.648299,45.520964,-73.594418,45.567085,25
6168,-73.546867,45.601371,-73.594025,45.444027,13
6169,-73.886029,45.439794,-73.796455,45.45268,4
6170,-73.582509,45.64868,-73.620228,45.54505,92
6171,-73.588013,45.5262,-73.872693,45.430965,75
6172,-73.54374,45.543027,-73.662159,45.51819,9
6173,-73.628488,45.57052,-73.60354,45.434721,97
6174,-73.578699,45.547913,-73.701722,45.50238,8
6175,-73.605992,45.43537,-73.775473,45.448958,75
6176,-73.751476,45.510556,-73.618031,45.505708,6
6177,-73.825186,45.463903,-73.778539,45.45403,56
6178,-73.62737,45.478719,-73.677906,45.436288,65
6179,-73.553063,45.615013,-73.546196,45.58381,42
6180,-73.546673,45.455998,-73.584461,45.548564,45
6181,-73.85528,45.477185,-73.665339,45.536505,95
6182,-73.7961,45.497669,-73.535422,45.612849,77
6183,-73.629643,45.509148,-73.864334,45.463445,77
6184,-73.587081,45.465352,-73.560009,45.552378,83
6185,-73.604271,45.478259,-73.791849,45.49101,55
6186,-73.648099,45.549434,-73.884146,45.450675,67
6187,-73.817328,45.458289,-73.647877,45.530109,19
6188,-73.557749,45.592854,-73.564381,45.583535,32
6189,-73.56605,45.468182,-73.836118,45.489371,26
6190,-73.679782,45.515629,-73.572156,45.521514,92
6191,-73.885644,45.451777,-73.641197,45.516874,92
6192,-73.859343,45.453113,-73.580075,45.523449,51
6193,-73.700294,45.483771,-73.705397,45.478405,24
6194,-73.860632,45.431831,-73.597373,45.447359,71
6195,-73.651219,45.490006,-73.499321,45.65248,67
6196,-73.652081,45.504749,-73.572956,45.475014,36
6197,-73.51498,45.663944,-73.732106,45.517874,43
6198,-73.953087,45.442006,-73.876349,45.458266,32
6199,-73.574238,45.481489,-73.530531,45.603883,99
6200,-73.61465,45.484123,-73.670317,45.535267,64
6201,-73.553772,45.523248,-73.560104,45.496134,3
6202,-73.558888,45.610651,-73.620653,45.47137,31
6203,-73.592239,45.468102,-73.553796,45.460694,39
6204,-73.598677,45.463884,-73.567893,45.648452,86
6205,-73.568927,45.574881,-73.510504,45.60205,46
6206,-73.838271,45.495135,-73.577438,45.655738,95
6207,-73.621096,45.49684,-73.541594,45.472107,92
6208,-73.620204,45.506679,-73.795653,45.461797,1
6209,-73.497254,45.690311,-73.888119,45.448828,31
6210,-73.629166,45.545989,-73.610891,45.569706,84
6211,-73.674958,45.543979,-73.6197,45.449564,84
6212,-73.611929,45.537142,-73.525512,45.565664,3
6213,-73.586833,45.604874,-73.617101,45.603887,2
6214,-73.625913,45.521908,-73.580646,45.632031,19
6215,-73.526066,45.6473,-73.831115,45.478009,93
6216,-73.826454,45.447303,-73.594379,45.482702,19
6217,-73.627549,45.554147,-73.838088,45.487815,91
6218,-73.582862,45.524022,-73.82585,45.455892,42
6219,-73.707989,45.527163,-73.762821,45.444007,24
6220,-73.707178,45.473809,-73.518603,45.612851,97
6221,-73.670879,45.525503,-73.861341,45.442254,69
6222,-73.664465,45.460305,-73.59876,45.428349,95
6223,-73.668802,45.430566,-73.52764,45.558911,4
6224,-73.644439,45.446735,-73.694768,45.520906,22
6225,-73.825488,45.508169,-73.893851,45.432063,24
6226,-73.813162,45.434756,-73.774778,45.442565,95
6227,-73.643264,45.567839,-73.607731,45.489444,58
6228,-73.564917,45.511059,-73.810965,45.434977,50
6229,-73.886182,45.462206,-73.907864,45.460399,58
6230,-73.815517,45.504736,-73.558205,45.481288,53
6231,-73.650785,45.560085,-73.716839,45.526662,20
6232,-73.747956,45.480169,-73.558912,45.593227,45
6233,-73.625107,45.465746,-73.545645,45.460434,40
6234,-73.587981,45.581374,-73.556318,45.493016,89
6235,-73.861697,45.475704,-73.574293,45.522484,26
6236,-73.631854,45.449667,-73.910684,45.415091,10
6237,-73.574173,45.568952,-73.599337,45.427191,68
6238,-73.840831,45.468132,-73.635405,45.430958,98
6239,-73.572463,45.552148,-73.623267,45.570756,45
6240,-73.721045,45.508965,-73.655619,45.578915,2
6241,-73.535943,45.594808,-73.626546,45.4627,8
6242,-73.629358,45.569547,-73.648134,45.480769,34
6243,-73.599295,45.604164,-73.869999,45.477029,87
6244,-73.566384,45.592683,-73.868141,45.426523,30
6245,-73.649999,45.428196,-73.730472,45.52652,40
6246,-73.808343,45.506708,-73.61465,45.484123,67
6247,-73.538313,45.465676,-73.623679,45.60339,89
6248,-73.581618,45.604687,-73.853896,45.457028,61
6249,-73.531824,45.605812,-73.630968,45.539533,15
6250,-73.631011,45.596884,-73.703173,45.5049,59
6251,-73.608697,45.56001,-73.559721,45.655468,3
6252,-73.519911,45.589832,-73.669843,45.527411,4
6253,-73.847281,45.506474,-73.739138,45.444019,22
6254,-73.834801,45.470353,-73.917086,45.427608,78
6255,-73.587373,45.526723,-73.581594,45.610775,92
6256,-73.567511,45.457264,-73.867426,45.472594,26
6257,-73.542756,45.606868,-73.52793,45.581263,23
6258,-73.558747,45.578481,-73.56816,45.486059,17
6259,-73.506144,45.660299,-73.847685,45.501469,55
